date,host,service,pid,message,label
Jul 17 11:27:13,ared-machine,balena-engine-daemon,3194,"level=error msg=""Handler for POST /v1.41/images/create returned error: Head \""https://us-central1-docker.pkg.dev/v2/m-shirki/motioneye/motioneye/manifests/master-amd64\"": denied: This API method requires billing to be enabled. Please enable billing on project #312360060269 by visiting https://console.developers.google.com/billing/enable?project=312360060269 then retry. If you enabled billing for this project recently, wait a few minutes for the action to propagate to our systems and retry.""",1
Jul 17 11:28:18,ared-machine,balena-engine-daemon,3194,"level=error msg=""Handler for POST /v1.41/images/create returned error: Head \""https://us-central1-docker.pkg.dev/v2/m-shirki/motioneye/motioneye/manifests/master-amd64\"": denied: This API method requires billing to be enabled. Please enable billing on project #312360060269 by visiting https://console.developers.google.com/billing/enable?project=312360060269 then retry. If you enabled billing for this project recently, wait a few minutes for the action to propagate to our systems and retry.""",1
Jul 17 11:29:32,ared-machine,balena-engine-daemon,3194,"level=error msg=""Handler for POST /v1.41/images/create returned error: Head \""https://us-central1-docker.pkg.dev/v2/m-shirki/motioneye/motioneye/manifests/master-amd64\"": denied: This API method requires billing to be enabled. Please enable billing on project #312360060269 by visiting https://console.developers.google.com/billing/enable?project=312360060269 then retry. If you enabled billing for this project recently, wait a few minutes for the action to propagate to our systems and retry.""",1
Jul 17 11:30:43,ared-machine,balena-engine-daemon,3194,"level=error msg=""Handler for POST /v1.41/images/create returned error: Head \""https://us-central1-docker.pkg.dev/v2/m-shirki/motioneye/motioneye/manifests/master-amd64\"": denied: This API method requires billing to be enabled. Please enable billing on project #312360060269 by visiting https://console.developers.google.com/billing/enable?project=312360060269 then retry. If you enabled billing for this project recently, wait a few minutes for the action to propagate to our systems and retry.""",1
Jul 17 11:31:53,ared-machine,balena-engine-daemon,3194,"level=error msg=""Handler for POST /v1.41/images/create returned error: Head \""https://us-central1-docker.pkg.dev/v2/m-shirki/motioneye/motioneye/manifests/master-amd64\"": denied: This API method requires billing to be enabled. Please enable billing on project #312360060269 by visiting https://console.developers.google.com/billing/enable?project=312360060269 then retry. If you enabled billing for this project recently, wait a few minutes for the action to propagate to our systems and retry.""",1
Jul 17 11:32:59,ared-machine,balena-engine-daemon,3194,"level=error msg=""Handler for POST /v1.41/images/create returned error: Head \""https://us-central1-docker.pkg.dev/v2/m-shirki/motioneye/motioneye/manifests/master-amd64\"": denied: This API method requires billing to be enabled. Please enable billing on project #312360060269 by visiting https://console.developers.google.com/billing/enable?project=312360060269 then retry. If you enabled billing for this project recently, wait a few minutes for the action to propagate to our systems and retry.""",1
Jul 18 08:17:11,ared-machine,balena-engine-daemon,3201,"level=error msg=""failed to initialize a tracing processor \""otlp\"""" error=""no OpenTelemetry endpoint: skip plugin""",1
Jul 23 10:36:42,ared-machine,systemd,1,Started CoovaChilli captive portal.,1
Jul 23 10:36:42,ared-machine,chilli,2142,(Re)processing options [/var/run/chilli.2142.cfg.bin],1
Jul 23 10:36:42,ared-machine,chilli,2162,running chilli_opt on /var/run/chilli.2142.cfg.bin,1
Jul 23 10:36:42,ared-machine,chilli,2142,(Re)processing options [/var/run/chilli.2142.cfg.bin],1
Jul 23 10:36:42,ared-machine,chilli,2162,running chilli_opt on /var/run/chilli.2142.cfg.bin,1
Jul 23 10:36:42,ared-machine,chilli_opt,2162,IPv6 disabled,1
Jul 23 10:36:42,ared-machine,chilli_opt,2162,DHCP Listen: 192.168.182.1,1
Jul 23 10:36:42,ared-machine,chilli_opt,2162,UAM Listen: 192.168.182.1,1
Jul 23 10:36:42,ared-machine,chilli_opt,2162,Resource temporarily unavailable: Invalid uamallowed domain or address: www.shirikihub.com!,1
Jul 23 10:36:42,ared-machine,chilli_opt,2162,Resource temporarily unavailable: Invalid uamallowed domain or address: www.partner.shirikihub.com!,1
Jul 23 10:36:42,ared-machine,chilli_opt,2162,Resource temporarily unavailable: Invalid uamallowed domain or address: www.admin.shirikihub.com!,1
Jul 23 10:36:42,ared-machine,chilli_opt,2162,Resource temporarily unavailable: Invalid uamallowed domain or address: www.devices.shirikihub.com!,1
Jul 23 10:36:42,ared-machine,chilli_opt,2162,Resource temporarily unavailable: Invalid uamallowed domain or address: app-ared-sme-dev-south-africa-002.azurewebsites.net!,1
Jul 23 10:36:42,ared-machine,chilli_opt,2162,Resource temporarily unavailable: Invalid uamallowed domain or address: app-ared-partner-dev-south-africa-002.azurewebsites.net!,1
Jul 23 10:36:42,ared-machine,chilli_opt,2162,Resource temporarily unavailable: Invalid uamallowed domain or address: app-ared-admin-dev-south-africa-002.azurewebsites.net!,1
Jul 23 10:36:42,ared-machine,chilli_opt,2162,Resource temporarily unavailable: Invalid uamallowed domain or address: app-ared-devices-dev-south-africa-002.azurewebsites.net!,1
Jul 23 10:36:42,ared-machine,chilli_opt,2162,Resource temporarily unavailable: Invalid uamallowed domain or address: api.shirikihub.com!,1
Jul 23 10:36:42,ared-machine,chilli_opt,2162,Resource temporarily unavailable: Invalid uamallowed domain or address: app-ared-api-dev-south-africa-001.shirikihub.com!,1
Jul 23 10:36:42,ared-machine,chilli_opt,2162,Resource temporarily unavailable: Invalid uamallowed domain or address: rdb.rw!,1
Jul 23 10:36:42,ared-machine,chilli_opt,2162,Resource temporarily unavailable: Invalid uamallowed domain or address: rura.rw!,1
Jul 23 10:36:42,ared-machine,chilli_opt,2162,Resource temporarily unavailable: Invalid uamallowed domain or address: irembo.gov.rw!,1
Jul 23 10:36:42,ared-machine,chilli_opt,2162,Resource temporarily unavailable: Invalid uamallowed domain or address: aredgroup.com!,1
Jul 23 10:36:42,ared-machine,chilli_opt,2162,uamdomain .shirikihub.com,1
Jul 23 10:36:42,ared-machine,chilli_opt,2162,uamdomain .azurewebsites.net,1
Jul 23 10:36:42,ared-machine,chilli_opt,2162,uamdomain .gov.rw,1
Jul 23 10:36:42,ared-machine,chilli_opt,2162,uamdomain irembo.gov.rw,1
Jul 23 10:36:42,ared-machine,chilli_opt,2162,uamdomain rdb.rw,1
Jul 23 10:36:42,ared-machine,chilli_opt,2162,uamdomain rura.rw,1
Jul 23 10:36:42,ared-machine,chilli_opt,2162,uamdomain .link,1
Jul 23 10:36:42,ared-machine,chilli_opt,2162,uamdomain shiriki.link,1
Jul 23 10:36:42,ared-machine,chilli_opt,2162,uamdomain aredgroup.com,1
Jul 23 10:36:42,ared-machine,chilli_opt,2162,PID 2162 saving options to /var/run/chilli.2142.cfg.bin,1
Jul 23 10:36:42,ared-machine,chilli,2142,PID 2142 rereading binary file /var/run/chilli.2142.cfg.bin,1
Jul 23 10:36:42,ared-machine,chilli,2142,PID 2142 rereading binary file /var/run/chilli.2142.cfg.bin,1
Jul 23 10:36:42,ared-machine,chilli,2142,PID 2142 reloaded binary options file,1
Jul 23 10:36:42,ared-machine,chilli,2142,PID 2142 reloaded binary options file,1
Jul 23 10:36:42,ared-machine,chilli,2142,CoovaChilli 1.6. Copyright 2002-2005 Mondru AB. Licensed under GPL. Copyright 2006-2012 David Bird (Coova Technologies). Licensed under GPL. See http://coova.github.io/ for details.,1
Jul 23 10:36:42,ared-machine,chilli,2142,TX queue length set to 100,1
Jul 23 10:36:44,ared-machine,chilli,2260,Bad argument `DROP',1
Jul 23 10:36:44,ared-machine,chilli,2260,Try `iptables -h' or 'iptables --help' for more information.,1
Jul 23 10:36:44,ared-machine,chilli,2262,Bad argument `ACCEPT',1
Jul 23 10:36:44,ared-machine,chilli,2262,Try `iptables -h' or 'iptables --help' for more information.,1
Jul 21 20:30:10,ared-machine,python3,2082,Initializing captive portal database...,0
Jul 21 20:30:10,ared-machine,python3,2082,Column 'has_autoconnect_addon_enabled' already exists.,0
Jul 21 20:30:10,ared-machine,python3,2082,Column 'autoconnect_duration' already exists.,0
Jul 21 20:30:10,ared-machine,python3,2082,Captive portal database initialized and its tables created successfully,0
Jul 21 20:30:10,ared-machine,python3,2082,Only the missing tables and columns were added to avoid duplicates,0
Jul 21 20:30:16,ared-machine,python3,2082,Initializing captive portal database...,0
Jul 21 20:30:16,ared-machine,python3,2082,Column 'has_autoconnect_addon_enabled' already exists.,0
Jul 21 20:30:16,ared-machine,python3,2082,Column 'autoconnect_duration' already exists.,0
Jul 21 20:30:16,ared-machine,python3,2082,Captive portal database initialized and its tables created successfully,0
Jul 21 20:30:16,ared-machine,python3,2082,Only the missing tables and columns were added to avoid duplicates,0
Jul 21 20:30:22,ared-machine,python3,2082,Initializing captive portal database...,0
Jul 21 20:30:22,ared-machine,python3,2082,Column 'has_autoconnect_addon_enabled' already exists.,0
Jul 21 20:30:22,ared-machine,python3,2082,Column 'autoconnect_duration' already exists.,0
Jul 21 20:30:22,ared-machine,python3,2082,Captive portal database initialized and its tables created successfully,0
Jul 21 20:30:22,ared-machine,python3,2082,Only the missing tables and columns were added to avoid duplicates,0
Jul 21 20:30:28,ared-machine,python3,2082,Initializing captive portal database...,0
Jul 21 20:30:28,ared-machine,python3,2082,Column 'has_autoconnect_addon_enabled' already exists.,0
Jul 21 20:30:28,ared-machine,python3,2082,Column 'autoconnect_duration' already exists.,0
Jul 21 20:30:28,ared-machine,python3,2082,Captive portal database initialized and its tables created successfully,0
Jul 21 20:30:28,ared-machine,python3,2082,Only the missing tables and columns were added to avoid duplicates,0
Jul 21 20:30:34,ared-machine,python3,2082,Initializing captive portal database...,0
Jul 21 20:30:34,ared-machine,python3,2082,Column 'has_autoconnect_addon_enabled' already exists.,0
Jul 21 20:30:34,ared-machine,python3,2082,Column 'autoconnect_duration' already exists.,0
Jul 21 20:30:34,ared-machine,python3,2082,Captive portal database initialized and its tables created successfully,0
Jul 21 20:30:34,ared-machine,python3,2082,Only the missing tables and columns were added to avoid duplicates,0
Jul 21 20:30:40,ared-machine,python3,2082,Initializing captive portal database...,0
Jul 21 20:30:40,ared-machine,python3,2082,Column 'has_autoconnect_addon_enabled' already exists.,0
Jul 21 20:30:40,ared-machine,python3,2082,Column 'autoconnect_duration' already exists.,0
Jul 21 20:30:40,ared-machine,python3,2082,Captive portal database initialized and its tables created successfully,0
Jul 21 20:30:40,ared-machine,python3,2082,Only the missing tables and columns were added to avoid duplicates,0
Jul 21 20:30:46,ared-machine,python3,2082,Initializing captive portal database...,0
Jul 21 20:30:46,ared-machine,python3,2082,Column 'has_autoconnect_addon_enabled' already exists.,0
Jul 21 20:30:46,ared-machine,python3,2082,Column 'autoconnect_duration' already exists.,0
Jul 21 20:30:46,ared-machine,python3,2082,Captive portal database initialized and its tables created successfully,0
Jul 21 20:30:46,ared-machine,python3,2082,Only the missing tables and columns were added to avoid duplicates,0
Jul 21 20:30:52,ared-machine,python3,2082,Initializing captive portal database...,0
Jul 21 20:30:52,ared-machine,python3,2082,Column 'has_autoconnect_addon_enabled' already exists.,0
Jul 21 20:30:52,ared-machine,python3,2082,Column 'autoconnect_duration' already exists.,0
Jul 21 20:30:52,ared-machine,python3,2082,Captive portal database initialized and its tables created successfully,0
Jul 21 20:30:52,ared-machine,python3,2082,Only the missing tables and columns were added to avoid duplicates,0
Jul 21 20:30:58,ared-machine,python3,2082,Initializing captive portal database...,0
Jul 21 20:30:58,ared-machine,python3,2082,Column 'has_autoconnect_addon_enabled' already exists.,0
Jul 21 20:30:58,ared-machine,python3,2082,Column 'autoconnect_duration' already exists.,0
Jul 21 20:30:58,ared-machine,python3,2082,Captive portal database initialized and its tables created successfully,0
Jul 21 20:30:58,ared-machine,python3,2082,Only the missing tables and columns were added to avoid duplicates,0
Jul 21 20:31:04,ared-machine,python3,2082,Initializing captive portal database...,0
Jul 21 20:31:04,ared-machine,python3,2082,Column 'has_autoconnect_addon_enabled' already exists.,0
Jul 21 20:31:04,ared-machine,python3,2082,Column 'autoconnect_duration' already exists.,0
Jul 21 20:31:04,ared-machine,python3,2082,Captive portal database initialized and its tables created successfully,0
Jul 21 20:31:04,ared-machine,python3,2082,Only the missing tables and columns were added to avoid duplicates,0
Jul 21 20:31:10,ared-machine,python3,2082,Initializing captive portal database...,0
Jul 21 20:31:10,ared-machine,python3,2082,Column 'has_autoconnect_addon_enabled' already exists.,0
Jul 21 20:31:10,ared-machine,python3,2082,Column 'autoconnect_duration' already exists.,0
Jul 21 20:31:10,ared-machine,python3,2082,Captive portal database initialized and its tables created successfully,0
Jul 21 20:31:10,ared-machine,python3,2082,Only the missing tables and columns were added to avoid duplicates,0
Jul 21 20:31:16,ared-machine,python3,2082,Initializing captive portal database...,0
Jul 21 20:31:16,ared-machine,python3,2082,Column 'has_autoconnect_addon_enabled' already exists.,0
Jul 21 20:31:16,ared-machine,python3,2082,Column 'autoconnect_duration' already exists.,0
Jul 21 20:31:16,ared-machine,python3,2082,Captive portal database initialized and its tables created successfully,0
Jul 21 20:31:16,ared-machine,python3,2082,Only the missing tables and columns were added to avoid duplicates,0
Jul 21 20:31:22,ared-machine,python3,2082,Initializing captive portal database...,0
Jul 21 20:31:22,ared-machine,python3,2082,Column 'has_autoconnect_addon_enabled' already exists.,0
Jul 21 20:31:22,ared-machine,python3,2082,Column 'autoconnect_duration' already exists.,0
Jul 21 20:31:22,ared-machine,python3,2082,Captive portal database initialized and its tables created successfully,0
Jul 21 20:31:22,ared-machine,python3,2082,Only the missing tables and columns were added to avoid duplicates,0
Jul 21 20:31:28,ared-machine,python3,2082,Initializing captive portal database...,0
Jul 21 20:31:28,ared-machine,python3,2082,Column 'has_autoconnect_addon_enabled' already exists.,0
Jul 21 20:31:28,ared-machine,python3,2082,Column 'autoconnect_duration' already exists.,0
Jul 21 20:31:28,ared-machine,python3,2082,Captive portal database initialized and its tables created successfully,0
Jul 21 20:31:28,ared-machine,python3,2082,Only the missing tables and columns were added to avoid duplicates,0
Jul 21 20:31:34,ared-machine,python3,2082,Initializing captive portal database...,0
Jul 21 20:31:34,ared-machine,python3,2082,Column 'has_autoconnect_addon_enabled' already exists.,0
Jul 21 20:31:34,ared-machine,python3,2082,Column 'autoconnect_duration' already exists.,0
Jul 21 20:31:34,ared-machine,python3,2082,Captive portal database initialized and its tables created successfully,0
Jul 21 20:31:34,ared-machine,python3,2082,Only the missing tables and columns were added to avoid duplicates,0
Jul 21 20:31:40,ared-machine,python3,2082,Initializing captive portal database...,0
Jul 21 20:31:40,ared-machine,python3,2082,Column 'has_autoconnect_addon_enabled' already exists.,0
Jul 21 20:31:40,ared-machine,python3,2082,Column 'autoconnect_duration' already exists.,0
Jul 21 20:31:40,ared-machine,python3,2082,Captive portal database initialized and its tables created successfully,0
Jul 21 20:31:40,ared-machine,python3,2082,Only the missing tables and columns were added to avoid duplicates,0
Jul 21 20:31:46,ared-machine,python3,2082,Initializing captive portal database...,0
Jul 21 20:31:46,ared-machine,python3,2082,Column 'has_autoconnect_addon_enabled' already exists.,0
Jul 21 20:31:46,ared-machine,python3,2082,Column 'autoconnect_duration' already exists.,0
Jul 21 20:31:46,ared-machine,python3,2082,Captive portal database initialized and its tables created successfully,0
Jul 21 20:31:46,ared-machine,python3,2082,Only the missing tables and columns were added to avoid duplicates,0
Jul 21 20:31:52,ared-machine,python3,2082,Initializing captive portal database...,0
Jul 21 20:31:52,ared-machine,python3,2082,Column 'has_autoconnect_addon_enabled' already exists.,0
Jul 21 20:31:52,ared-machine,python3,2082,Column 'autoconnect_duration' already exists.,0
Jul 21 20:31:52,ared-machine,python3,2082,Captive portal database initialized and its tables created successfully,0
Jul 21 20:31:52,ared-machine,python3,2082,Only the missing tables and columns were added to avoid duplicates,0
Jul 21 20:31:58,ared-machine,python3,2082,Initializing captive portal database...,0
Jul 21 20:31:58,ared-machine,python3,2082,Column 'has_autoconnect_addon_enabled' already exists.,0
Jul 21 20:31:58,ared-machine,python3,2082,Column 'autoconnect_duration' already exists.,0
Jul 21 20:31:58,ared-machine,python3,2082,Captive portal database initialized and its tables created successfully,0
Jul 21 20:31:58,ared-machine,python3,2082,Only the missing tables and columns were added to avoid duplicates,0
Jul 21 20:32:04,ared-machine,python3,2082,Initializing captive portal database...,0
Jul 21 20:32:04,ared-machine,python3,2082,Column 'has_autoconnect_addon_enabled' already exists.,0
Jul 21 20:32:04,ared-machine,python3,2082,Column 'autoconnect_duration' already exists.,0
Jul 21 20:32:04,ared-machine,python3,2082,Captive portal database initialized and its tables created successfully,0
Jul 21 20:32:04,ared-machine,python3,2082,Only the missing tables and columns were added to avoid duplicates,0
Jul 21 20:32:10,ared-machine,python3,2082,Initializing captive portal database...,0
Jul 21 20:32:10,ared-machine,python3,2082,Column 'has_autoconnect_addon_enabled' already exists.,0
Jul 21 20:32:10,ared-machine,python3,2082,Column 'autoconnect_duration' already exists.,0
Jul 21 20:32:10,ared-machine,python3,2082,Captive portal database initialized and its tables created successfully,0
Jul 21 20:32:10,ared-machine,python3,2082,Only the missing tables and columns were added to avoid duplicates,0
Jul 21 20:32:16,ared-machine,python3,2082,Initializing captive portal database...,0
Jul 21 20:32:16,ared-machine,python3,2082,Column 'has_autoconnect_addon_enabled' already exists.,0
Jul 21 20:32:16,ared-machine,python3,2082,Column 'autoconnect_duration' already exists.,0
Jul 21 20:32:16,ared-machine,python3,2082,Captive portal database initialized and its tables created successfully,0
Jul 21 20:32:16,ared-machine,python3,2082,Only the missing tables and columns were added to avoid duplicates,0
Jul 21 20:32:22,ared-machine,python3,2082,Initializing captive portal database...,0
Jul 21 20:32:22,ared-machine,python3,2082,Column 'has_autoconnect_addon_enabled' already exists.,0
Jul 21 20:32:22,ared-machine,python3,2082,Column 'autoconnect_duration' already exists.,0
Jul 21 20:32:22,ared-machine,python3,2082,Captive portal database initialized and its tables created successfully,0
Jul 21 20:32:22,ared-machine,python3,2082,Only the missing tables and columns were added to avoid duplicates,0
Jul 21 20:32:28,ared-machine,python3,2082,Initializing captive portal database...,0
Jul 21 20:32:28,ared-machine,python3,2082,Column 'has_autoconnect_addon_enabled' already exists.,0
Jul 21 20:32:28,ared-machine,python3,2082,Column 'autoconnect_duration' already exists.,0
Jul 21 20:32:28,ared-machine,python3,2082,Captive portal database initialized and its tables created successfully,0
Jul 21 20:32:28,ared-machine,python3,2082,Only the missing tables and columns were added to avoid duplicates,0
Jul 21 20:32:34,ared-machine,python3,2082,Initializing captive portal database...,0
Jul 21 20:32:34,ared-machine,python3,2082,Column 'has_autoconnect_addon_enabled' already exists.,0
Jul 21 20:32:34,ared-machine,python3,2082,Column 'autoconnect_duration' already exists.,0
Jul 21 20:32:34,ared-machine,python3,2082,Captive portal database initialized and its tables created successfully,0
Jul 21 20:32:34,ared-machine,python3,2082,Only the missing tables and columns were added to avoid duplicates,0
Jul 21 20:32:40,ared-machine,python3,2082,Initializing captive portal database...,0
Jul 21 20:32:40,ared-machine,python3,2082,Column 'has_autoconnect_addon_enabled' already exists.,0
Jul 21 20:32:40,ared-machine,python3,2082,Column 'autoconnect_duration' already exists.,0
Jul 21 20:32:40,ared-machine,python3,2082,Captive portal database initialized and its tables created successfully,0
Jul 21 20:32:40,ared-machine,python3,2082,Only the missing tables and columns were added to avoid duplicates,0
Jul 21 20:32:46,ared-machine,python3,2082,Initializing captive portal database...,0
Jul 21 20:32:46,ared-machine,python3,2082,Column 'has_autoconnect_addon_enabled' already exists.,0
Jul 21 20:32:46,ared-machine,python3,2082,Column 'autoconnect_duration' already exists.,0
Jul 21 20:32:46,ared-machine,python3,2082,Captive portal database initialized and its tables created successfully,0
Jul 21 20:32:46,ared-machine,python3,2082,Only the missing tables and columns were added to avoid duplicates,0
Jul 21 20:32:52,ared-machine,python3,2082,Initializing captive portal database...,0
Jul 21 20:32:52,ared-machine,python3,2082,Column 'has_autoconnect_addon_enabled' already exists.,0
Jul 21 20:32:52,ared-machine,python3,2082,Column 'autoconnect_duration' already exists.,0
Jul 21 20:32:52,ared-machine,python3,2082,Captive portal database initialized and its tables created successfully,0
Jul 21 20:32:52,ared-machine,python3,2082,Only the missing tables and columns were added to avoid duplicates,0
Jul 21 20:32:58,ared-machine,python3,2082,Initializing captive portal database...,0
Jul 21 20:32:58,ared-machine,python3,2082,Column 'has_autoconnect_addon_enabled' already exists.,0
Jul 21 20:32:58,ared-machine,python3,2082,Column 'autoconnect_duration' already exists.,0
Jul 21 20:32:58,ared-machine,python3,2082,Captive portal database initialized and its tables created successfully,0
Jul 21 20:32:58,ared-machine,python3,2082,Only the missing tables and columns were added to avoid duplicates,0
Jul 21 20:33:04,ared-machine,python3,2082,Initializing captive portal database...,0
Jul 21 20:33:04,ared-machine,python3,2082,Column 'has_autoconnect_addon_enabled' already exists.,0
Jul 21 20:33:04,ared-machine,python3,2082,Column 'autoconnect_duration' already exists.,0
Jul 21 20:33:04,ared-machine,python3,2082,Captive portal database initialized and its tables created successfully,0
Jul 21 20:33:04,ared-machine,python3,2082,Only the missing tables and columns were added to avoid duplicates,0
Jul 21 20:33:10,ared-machine,python3,2082,Initializing captive portal database...,0
Jul 21 20:33:10,ared-machine,python3,2082,Column 'has_autoconnect_addon_enabled' already exists.,0
Jul 21 20:33:10,ared-machine,python3,2082,Column 'autoconnect_duration' already exists.,0
Jul 21 20:33:10,ared-machine,python3,2082,Captive portal database initialized and its tables created successfully,0
Jul 21 20:33:10,ared-machine,python3,2082,Only the missing tables and columns were added to avoid duplicates,0
Jul 21 20:33:16,ared-machine,python3,2082,Initializing captive portal database...,0
Jul 21 20:33:16,ared-machine,python3,2082,Column 'has_autoconnect_addon_enabled' already exists.,0
Jul 21 20:33:16,ared-machine,python3,2082,Column 'autoconnect_duration' already exists.,0
Jul 21 20:33:16,ared-machine,python3,2082,Captive portal database initialized and its tables created successfully,0
Jul 21 20:33:16,ared-machine,python3,2082,Only the missing tables and columns were added to avoid duplicates,0
Jul 21 20:33:22,ared-machine,python3,2082,Initializing captive portal database...,0
Jul 21 20:33:22,ared-machine,python3,2082,Column 'has_autoconnect_addon_enabled' already exists.,0
Jul 21 20:33:22,ared-machine,python3,2082,Column 'autoconnect_duration' already exists.,0
Jul 21 20:33:22,ared-machine,python3,2082,Captive portal database initialized and its tables created successfully,0
Jul 21 20:33:22,ared-machine,python3,2082,Only the missing tables and columns were added to avoid duplicates,0
Jul 21 20:33:28,ared-machine,python3,2082,Initializing captive portal database...,0
Jul 21 20:33:28,ared-machine,python3,2082,Column 'has_autoconnect_addon_enabled' already exists.,0
Jul 21 20:33:28,ared-machine,python3,2082,Column 'autoconnect_duration' already exists.,0
Jul 21 20:33:28,ared-machine,python3,2082,Captive portal database initialized and its tables created successfully,0
Jul 21 20:33:28,ared-machine,python3,2082,Only the missing tables and columns were added to avoid duplicates,0
Jul 21 20:33:34,ared-machine,python3,2082,Initializing captive portal database...,0
Jul 21 20:33:34,ared-machine,python3,2082,Column 'has_autoconnect_addon_enabled' already exists.,0
Jul 21 20:33:34,ared-machine,python3,2082,Column 'autoconnect_duration' already exists.,0
Jul 21 20:33:34,ared-machine,python3,2082,Captive portal database initialized and its tables created successfully,0
Jul 21 20:33:34,ared-machine,python3,2082,Only the missing tables and columns were added to avoid duplicates,0
Jul 21 20:33:40,ared-machine,python3,2082,Initializing captive portal database...,0
Jul 21 20:33:40,ared-machine,python3,2082,Column 'has_autoconnect_addon_enabled' already exists.,0
Jul 21 20:33:40,ared-machine,python3,2082,Column 'autoconnect_duration' already exists.,0
Jul 21 20:33:40,ared-machine,python3,2082,Captive portal database initialized and its tables created successfully,0
Jul 21 20:33:40,ared-machine,python3,2082,Only the missing tables and columns were added to avoid duplicates,0
Jul 21 20:33:46,ared-machine,python3,2082,Initializing captive portal database...,0
Jul 21 20:33:46,ared-machine,python3,2082,Column 'has_autoconnect_addon_enabled' already exists.,0
Jul 21 20:33:46,ared-machine,python3,2082,Column 'autoconnect_duration' already exists.,0
Jul 21 20:33:46,ared-machine,python3,2082,Captive portal database initialized and its tables created successfully,0
Jul 21 20:33:46,ared-machine,python3,2082,Only the missing tables and columns were added to avoid duplicates,0
Jul 21 20:33:52,ared-machine,python3,2082,Initializing captive portal database...,0
Jul 21 20:33:52,ared-machine,python3,2082,Column 'has_autoconnect_addon_enabled' already exists.,0
Jul 21 20:33:52,ared-machine,python3,2082,Column 'autoconnect_duration' already exists.,0
Jul 21 20:33:52,ared-machine,python3,2082,Captive portal database initialized and its tables created successfully,0
Jul 21 20:33:52,ared-machine,python3,2082,Only the missing tables and columns were added to avoid duplicates,0
Jul 21 20:33:58,ared-machine,python3,2082,Initializing captive portal database...,0
Jul 21 20:33:58,ared-machine,python3,2082,Column 'has_autoconnect_addon_enabled' already exists.,0
Jul 21 20:33:58,ared-machine,python3,2082,Column 'autoconnect_duration' already exists.,0
Jul 21 20:33:58,ared-machine,python3,2082,Captive portal database initialized and its tables created successfully,0
Jul 21 20:33:58,ared-machine,python3,2082,Only the missing tables and columns were added to avoid duplicates,0
Jul 21 20:34:04,ared-machine,python3,2082,Initializing captive portal database...,0
Jul 21 20:34:04,ared-machine,python3,2082,Column 'has_autoconnect_addon_enabled' already exists.,0
Jul 21 20:34:04,ared-machine,python3,2082,Column 'autoconnect_duration' already exists.,0
Jul 21 20:34:04,ared-machine,python3,2082,Captive portal database initialized and its tables created successfully,0
Jul 21 20:34:04,ared-machine,python3,2082,Only the missing tables and columns were added to avoid duplicates,0
Jul 21 20:34:10,ared-machine,python3,2082,Initializing captive portal database...,0
Jul 21 20:34:10,ared-machine,python3,2082,Column 'has_autoconnect_addon_enabled' already exists.,0
Jul 21 20:34:10,ared-machine,python3,2082,Column 'autoconnect_duration' already exists.,0
Jul 21 20:34:10,ared-machine,python3,2082,Captive portal database initialized and its tables created successfully,0
Jul 21 20:34:10,ared-machine,python3,2082,Only the missing tables and columns were added to avoid duplicates,0
Jul 21 20:34:16,ared-machine,python3,2082,Initializing captive portal database...,0
Jul 21 20:34:16,ared-machine,python3,2082,Column 'has_autoconnect_addon_enabled' already exists.,0
Jul 21 20:34:16,ared-machine,python3,2082,Column 'autoconnect_duration' already exists.,0
Jul 21 20:34:16,ared-machine,python3,2082,Captive portal database initialized and its tables created successfully,0
Jul 21 20:34:16,ared-machine,python3,2082,Only the missing tables and columns were added to avoid duplicates,0
Jul 21 20:34:22,ared-machine,python3,2082,Initializing captive portal database...,0
Jul 21 20:34:22,ared-machine,python3,2082,Column 'has_autoconnect_addon_enabled' already exists.,0
Jul 21 20:34:22,ared-machine,python3,2082,Column 'autoconnect_duration' already exists.,0
Jul 21 20:34:22,ared-machine,python3,2082,Captive portal database initialized and its tables created successfully,0
Jul 21 20:34:22,ared-machine,python3,2082,Only the missing tables and columns were added to avoid duplicates,0
Jul 21 20:34:28,ared-machine,python3,2082,Initializing captive portal database...,0
Jul 21 20:34:28,ared-machine,python3,2082,Column 'has_autoconnect_addon_enabled' already exists.,0
Jul 21 20:34:28,ared-machine,python3,2082,Column 'autoconnect_duration' already exists.,0
Jul 21 20:34:28,ared-machine,python3,2082,Captive portal database initialized and its tables created successfully,0
Jul 21 20:34:28,ared-machine,python3,2082,Only the missing tables and columns were added to avoid duplicates,0
Jul 21 20:34:34,ared-machine,python3,2082,Initializing captive portal database...,0
Jul 21 20:34:34,ared-machine,python3,2082,Column 'has_autoconnect_addon_enabled' already exists.,0
Jul 21 20:34:34,ared-machine,python3,2082,Column 'autoconnect_duration' already exists.,0
Jul 21 20:34:34,ared-machine,python3,2082,Captive portal database initialized and its tables created successfully,0
Jul 21 20:34:34,ared-machine,python3,2082,Only the missing tables and columns were added to avoid duplicates,0
Jul 21 20:34:40,ared-machine,python3,2082,Initializing captive portal database...,0
Jul 21 20:34:40,ared-machine,python3,2082,Column 'has_autoconnect_addon_enabled' already exists.,0
Jul 21 20:34:40,ared-machine,python3,2082,Column 'autoconnect_duration' already exists.,0
Jul 21 20:34:40,ared-machine,python3,2082,Captive portal database initialized and its tables created successfully,0
Jul 21 20:34:40,ared-machine,python3,2082,Only the missing tables and columns were added to avoid duplicates,0
Jul 21 20:34:46,ared-machine,python3,2082,Initializing captive portal database...,0
